Sharpe Ratio,Sortino Ratio,Alpha (%),Beta,Excess Return (%),Standard Deviation,Total Return (%),Maximum Drawdown (%),Window
2.1277836154822283,2.775414256071072,43.67097480555843,-0.5326891199753031,62.08279872230893,0.23531547135677744,46.08499191178448,9.346422747421283,1
